			
			
"Congressional committee chairmen"			
"Congressional committee jurisdiction"			
"Congressional committee membership"			
"Congressional committee staffing"			
"Congressional committees"			
"Congressional committees"			
"Congressional committees (House)"			
"Congressional committees (Senate)"			
"Congressional conference committees"			
"House Science"	"Housing and Community Opportunity"	"House Committee on Science"	
"House Science"	"Research"	"House Committee on Science"	"Research"
"House Science"	"Space and Aeronautics"	"House Committee on Science"	"Space and Aeronautics"
"House Science"	"Telecommunications and the Internet"	"House Committee on Science"	
"House Science"	"Terrorism, Unconventional Threats and Capabilities"	"House Committee on Science"	
"House Science"	"Water and Power"	"House Committee on Science"	
"House Small Business"		"House Committee on Small Business"	
"House Small Business"		"House Committee on Small Business"	"Regulatory Reform and Oversight"
"House Small Business"		"House Committee on Small Business"	"Rural Enterprises, Agriculture, and Technology"
"House Small Business"		"House Committee on Small Business"	"Tax, Finance, and Exports"
"House Small Business"		"House Committee on Small Business"	"Workforce, Empowerment, and Government Programs"
"House Standards of Official Conduct"		"House Committee on Standards of Official Conduct"	
"House Transportation and Infrastructure"		"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"		"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Aviation"	"House Committee on Transportation and Infrastructure"	"Aviation"
"House Transportation and Infrastructure"	"Coast Guard and Maritime Transportation"	"House Committee on Transportation and Infrastructure"	"Coast Guard and Maritime Transportation"
"House Transportation and Infrastructure"	"Conservation, Credit, Rural Development, and Research"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Courts, the Internet, and Intellectual Property"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Crime, Terrorism, and Homeland Security"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Department Operations, Oversight, Nutrition and Forestry"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Domestic and International Monetary Policy, Trade, and Technology"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Economic Development, Public Buildings and Emergency Management"	"House Committee on Transportation and Infrastructure"	"Economic Development, Public Buildings and Emergency Management"
"House Transportation and Infrastructure"	"Economic Development, Public Buildings, and Emergency Management"	"House Committee on Transportation and Infrastructure"	"Economic Development, Public Buildings and Emergency Management"
"House Transportation and Infrastructure"	"Economic Security, Infrastructure Protection, and Cybersecurity"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Education Reform"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Emergency Preparedness, Science, and Technology"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Energy"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Energy and Air Quality"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Energy and Mineral Resources"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Environment and Hazardous Materials"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Environment and Hazardous Materials, for a period to be subsequently determined by the Chairman"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Environment and Hazardous Materials, for a period to be subsequently determined by the Chairman "	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Environment, Technology, and Standards"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Fisheries and Oceans"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Forests and Forest Health"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Health"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Health, for a period to be subsequently determined by the Chairman"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Highways, Transit and Pipelines"	"House Committee on Transportation and Infrastructure"	"Highways, Transit and Pipelines"
"House Transportation and Infrastructure"	"Housing and Community Opportunity"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Management, Integration, and Oversight"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"National Parks"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Railroads"	"House Committee on Transportation and Infrastructure"	"Railroads"
"House Transportation and Infrastructure"	"Readiness"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Telecommunications and the Internet"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Terrorism, Unconventional Threats and Capabilities"	"House Committee on Transportation and Infrastructure"	
"House Transportation and Infrastructure"	"Water Resources and Environment"	"House Committee on Transportation and Infrastructure"	"Water Resources and Environment"
"House Transportation and Infrastructure"	"Water and Power"	"House Committee on Transportation and Infrastructure"	
"House Veterans' Affairs"			
"House Veterans' Affairs"			
"House Veterans' Affairs"	" Disability Assistance and Memorial Affairs"		
"House Veterans' Affairs"	"21st Century Competitiveness"		
"House Veterans' Affairs"	"Disability Assistance and Memorial Affairs"		
"House Veterans' Affairs"	"Economic Opportunity"		
"House Veterans' Affairs"	"Education Reform"		
"House Veterans' Affairs"	"Employer-Employee Relations"		
"House Veterans' Affairs"	"Health"		
"House Veterans' Affairs"	"Health, for a period to be subsequently determined by the Chairman "		
"House Veterans' Affairs"	"Immigration, Border Security, and Claims"		
"House Veterans' Affairs"	"Military Personnel"		
"House Veterans' Affairs"	"Oversight and Investigations"		
"House Veterans' Affairs"	"Terrorism, Unconventional Threats and Capabilities"		
"House Veterans' Affairs"	"Trade"		
"House Ways and Means"		"House Committee on Ways and Means"	
"House Ways and Means"		"House Committee on Ways and Means"	
"House Ways and Means"	"21st Century Competitiveness"	"House Committee on Ways and Means"	
"House Ways and Means"	"Coast Guard and Maritime Transportation"	"House Committee on Ways and Means"	
"House Ways and Means"	"Commerce, Trade and Consumer Protection"	"House Committee on Ways and Means"	
"House Ways and Means"	"Courts, the Internet, and Intellectual Property"	"House Committee on Ways and Means"	
"House Ways and Means"	"Crime, Terrorism, and Homeland Security"	"House Committee on Ways and Means"	
"House Ways and Means"	"Disability Assistance and Memorial Affairs"	"House Committee on Ways and Means"	
"House Ways and Means"	"Domestic and International Monetary Policy, Trade, and Technology"	"House Committee on Ways and Means"	
"House Ways and Means"	"Education Reform"	"House Committee on Ways and Means"	
"House Ways and Means"	"Employer-Employee Relations"	"House Committee on Ways and Means"	
"House Ways and Means"	"Fisheries and Oceans"	"House Committee on Ways and Means"	
"House Ways and Means"	"Health"	"House Committee on Ways and Means"	"Health"
"House Ways and Means"	"Health, for a period to be subsequently determined by the Chairman"	"House Committee on Ways and Means"	"Health"
"House Ways and Means"	"Housing and Community Opportunity"	"House Committee on Ways and Means"	
"House Ways and Means"	"Human Resources"	"House Committee on Ways and Means"	"Human Resources"
"House Ways and Means"	"Immigration, Border Security, and Claims"	"House Committee on Ways and Means"	
"House Ways and Means"		"House Committee on Ways and Means"	"Oversight"
"House Ways and Means"	"Railroads"	"House Committee on Ways and Means"	
"House Ways and Means"	"Select Education"	"House Committee on Ways and Means"	
"House Ways and Means"		"House Committee on Ways and Means"	"Select Revenue Measures"
"House Ways and Means"	"Social Security"	"House Committee on Ways and Means"	"Social Security"
"House Ways and Means"	"Trade"	"House Committee on Ways and Means"	"Trade"
"House Ways and Means"	"Workforce Protections"	"House Committee on Ways and Means"	
"House Ways and Means"	"the Western Hemisphere"	"House Committee on Ways and Means"	
"Labor-management committees"			
"Labor-management committees"			
"Political action committees"			
"Political action committees"			
"Senate Aging (Special)"		"Senate Special Committee on Aging"	
"Senate Agriculture, Nutrition, and Forestry"		"Senate Committee on Agriculture, Nutrition, and Forestry"	
"Senate Agriculture, Nutrition, and Forestry"	"Forestry, Conservation, and Rural Revitalization"	"Senate Committee on Agriculture, Nutrition, and Forestry"	"Forestry, Conservation, and Rural Revitalization"
"Senate Agriculture, Nutrition, and Forestry"		"Senate Committee on Agriculture, Nutrition, and Forestry"	"Marketing, Inspection, and Product Promotion"
"Senate Agriculture, Nutrition, and Forestry"		"Senate Committee on Agriculture, Nutrition, and Forestry"	"Production and Price Competitiveness"
"Senate Agriculture, Nutrition, and Forestry"		"Senate Committee on Agriculture, Nutrition, and Forestry"	"Research, Nutrition, and General Legislation"
"Senate Appropriations"		"Senate Committee on Appropriations"	
"Senate Appropriations"	"Agriculture, Rural Development, and Related Agencies"	"Senate Committee on Appropriations"	"Agriculture, Rural Development, and Related Agencies"
"Senate Appropriations"	"Commerce, Justice, and Science and Related Agencies"	"Senate Committee on Appropriations"	"Commerce, Justice, Science and Related Agencies"
"Senate Appropriations"	"Defense"	"Senate Committee on Appropriations"	"Defense"
"Senate Appropriations"	"District of Columbia"	"Senate Committee on Appropriations"	"District of Columbia"
"Senate Appropriations"	"Energy and Water, and Related Agencies"	"Senate Committee on Appropriations"	"Energy and Water, and Related Agencies"
"Senate Appropriations"	"Homeland Security"	"Senate Committee on Appropriations"	"Homeland Security"
"Senate Appropriations"	"Interior and Related Agencies"	"Senate Committee on Appropriations"	"Interior and Related Agencies"
"Senate Appropriations"		"Senate Committee on Appropriations"	"Labor, Health and Human Services, Education, and Related Agencies"
"Senate Appropriations"		"Senate Committee on Appropriations"	"Legislative Branch"
"Senate Appropriations"	"Military Construction and Veterans' Affairs and Related Agencies"	"Senate Committee on Appropriations"	"Military Construction and Veterans&apos; Affairs and Related Agencies"
"Senate Appropriations"	"State, Foreign Operations, and Related Programs"	"Senate Committee on Appropriations"	"State, Foreign Operations, and Related Programs"
"Senate Appropriations"	"Transportation, Treasury, the Judiciary, and Housing and Urban Development, and Related Agencies"	"Senate Committee on Appropriations"	"Transportation, Treasury, the Judiciary, and Housing and Urban Development, and Related Agencies"
"Senate Armed Services"		"Senate Committee on Armed Services"	
"Senate Armed Services"		"Senate Committee on Armed Services"	"Airland"
"Senate Armed Services"		"Senate Committee on Armed Services"	"Emerging Threats and Capabilities"
"Senate Armed Services"		"Senate Committee on Armed Services"	"Personnel"
"Senate Armed Services"		"Senate Committee on Armed Services"	"Readiness and Management Support"
"Senate Armed Services"		"Senate Committee on Armed Services"	"SeaPower"
"Senate Armed Services"		"Senate Committee on Armed Services"	"Strategic Forces"
"Senate Banking, Housing, and Urban Affairs"		"Senate Committee on Banking, Housing, and Urban Affairs"	
"Senate Banking, Housing, and Urban Affairs"		"Senate Committee on Banking, Housing, and Urban Affairs"	"Economic Policy"
"Senate Banking, Housing, and Urban Affairs"		"Senate Committee on Banking, Housing, and Urban Affairs"	"Financial Institutions"
"Senate Banking, Housing, and Urban Affairs"	"Housing and Transportation"	"Senate Committee on Banking, Housing, and Urban Affairs"	"Housing and Transportation"
"Senate Banking, Housing, and Urban Affairs"		"Senate Committee on Banking, Housing, and Urban Affairs"	"International Trade and Finance"
"Senate Banking, Housing, and Urban Affairs"		"Senate Committee on Banking, Housing, and Urban Affairs"	"Securities and Investment"
"Senate Budget"		"Senate Committee on the Budget"	
"Senate Commerce, Science, and Transportation"		"Senate Committee on Commerce, Science, and Transportation"	
"Senate Commerce, Science, and Transportation"		"Senate Committee on Commerce, Science, and Transportation"	"Aviation"
"Senate Commerce, Science, and Transportation"	"Consumer Affairs, Product Safety, and Insurance"	"Senate Committee on Commerce, Science, and Transportation"	"Consumer Affairs, Product Safety, and Insurance"
"Senate Commerce, Science, and Transportation"		"Senate Committee on Commerce, Science, and Transportation"	"Disaster Prevention and Prediction"
"Senate Commerce, Science, and Transportation"		"Senate Committee on Commerce, Science, and Transportation"	"Fisheries and Coast Guard"
"Senate Commerce, Science, and Transportation"		"Senate Committee on Commerce, Science, and Transportation"	"Global Climate Change and Impacts"
"Senate Commerce, Science, and Transportation"		"Senate Committee on Commerce, Science, and Transportation"	"National Ocean Policy Study"
"Senate Commerce, Science, and Transportation"	"Science and Space"	"Senate Committee on Commerce, Science, and Transportation"	"Science and Space"
"Senate Commerce, Science, and Transportation"		"Senate Committee on Commerce, Science, and Transportation"	"Surface Transportation and Merchant Marine"
"Senate Commerce, Science, and Transportation"		"Senate Committee on Commerce, Science, and Transportation"	"Technology, Innovation, and Competitiveness"
"Senate Commerce, Science, and Transportation"	"Trade, Tourism, and Economic Development"	"Senate Committee on Commerce, Science, and Transportation"	"Trade, Tourism, and Economic Development"
"Senate Energy and Natural Resources"		"Senate Committee on Energy and Natural Resources"	
"Senate Energy and Natural Resources"		"Senate Committee on Energy and Natural Resources"	"Energy "
"Senate Energy and Natural Resources"	"National Parks"	"Senate Committee on Energy and Natural Resources"	"National Parks"
"Senate Energy and Natural Resources"	"Public Lands and Forests"	"Senate Committee on Energy and Natural Resources"	"Public Lands and Forests "
"Senate Energy and Natural Resources"	"Water and Power"	"Senate Committee on Energy and Natural Resources"	"Water and Power"
"Senate Environment and Public Works"		"Senate Committee on Environment and Public Works"	
"Senate Environment and Public Works"	"Clean Air, Climate Change, and Nuclear Safety"	"Senate Committee on Environment and Public Works"	"Clean Air, Climate Change, and Nuclear Safety"
"Senate Environment and Public Works"		"Senate Committee on Environment and Public Works"	"Fisheries, Wildlife, and Water"
"Senate Environment and Public Works"		"Senate Committee on Environment and Public Works"	"Superfund and Waste Management"
"Senate Environment and Public Works"		"Senate Committee on Environment and Public Works"	"Transportation and Infrastructure"
"Senate Finance"		"Senate Committee on Finance"	
"Senate Finance"		"Senate Committee on Finance"	"Health Care"
"Senate Finance"		"Senate Committee on Finance"	"International Trade"
"Senate Finance"		"Senate Committee on Finance"	"Long-term Growth and Debt Reduction"
"Senate Finance"		"Senate Committee on Finance"	"Social Security and Family Policy"
"Senate Finance"		"Senate Committee on Finance"	"Taxation and IRS Oversight"
"Senate Foreign Relations"		"Senate Committee on Foreign Relations"	
"Senate Foreign Relations"		"Senate Committee on Foreign Relations"	"African Affairs"
"Senate Foreign Relations"		"Senate Committee on Foreign Relations"	"East Asian and Pacific Affairs"
"Senate Foreign Relations"		"Senate Committee on Foreign Relations"	"European Affairs"
"Senate Foreign Relations"		"Senate Committee on Foreign Relations"	"International Economic Policy, Export and Trade Promotion"
"Senate Foreign Relations"		"Senate Committee on Foreign Relations"	"International Operations and Terrorism"
"Senate Foreign Relations"		"Senate Committee on Foreign Relations"	"Near Eastern and South Asian Affairs"
"Senate Foreign Relations"		"Senate Committee on Foreign Relations"	"Western Hemisphere, Peace Corps and Narcotics Affairs"
"Senate Health, Education,  Labor, and Pensions"		"Senate Committee on Health, Education, Labor, and Pensions"	
"Senate Health, Education,  Labor, and Pensions"	"Bioterrorism and Public Health Preparedness"	"Senate Committee on Health, Education, Labor, and Pensions"	"Bioterrorism and Public Health Preparedness"
"Senate Health, Education,  Labor, and Pensions"	"Education and Early Childhood Development"	"Senate Committee on Health, Education, Labor, and Pensions"	"Education and Early Childhood Development"
"Senate Health, Education,  Labor, and Pensions"		"Senate Committee on Health, Education, Labor, and Pensions"	"Employment and Workplace Safety"
"Senate Health, Education,  Labor, and Pensions"	"Labor, Health and Human Services, Education, and Related Agencies"	"Senate Committee on Health, Education, Labor, and Pensions"	
"Senate Health, Education,  Labor, and Pensions"		"Senate Committee on Health, Education, Labor, and Pensions"	"Retirement Security and Aging"
"Senate Homeland Security and Governmental Affairs"		"Senate Committee on Homeland Security and Governmental Affairs"	
"Senate Homeland Security and Governmental Affairs"	"Federal Financial Management, Government Information, and International Security"	"Senate Committee on Homeland Security and Governmental Affairs"	"Federal Financial Management, Government Information, and International Security"
"Senate Homeland Security and Governmental Affairs"	"Oversight of Government Management, the Federal Workforce and the District of Columbia"	"Senate Committee on Homeland Security and Governmental Affairs"	"Oversight of Government Management, the Federal Workforce, and the District of Columbia"
"Senate Homeland Security and Governmental Affairs"		"Senate Committee on Homeland Security and Governmental Affairs"	"Permanent Subcommittee on Investigations"
"Senate Indian Affairs"		"Senate Committee on Indian Affairs"	
"Senate Intelligence (Select)"			
"Senate Judiciary"		"Senate Committee on the Judiciary"	
"Senate Judiciary"	"Administrative Oversight and the Courts"	"Senate Committee on the Judiciary"	"Administrative Oversight and the Courts"
"Senate Judiciary"		"Senate Committee on the Judiciary"	"Antitrust, Competition Policy and Consumer Rights"
"Senate Judiciary"	"Constitution, Civil Rights and Property Rights"	"Senate Committee on the Judiciary"	"Constitution, Civil Rights and Property Rights"
"Senate Judiciary"		"Senate Committee on the Judiciary"	"Corrections and Rehabilitation"
"Senate Judiciary"		"Senate Committee on the Judiciary"	"Crime and Drugs"
"Senate Judiciary"		"Senate Committee on the Judiciary"	"Immigration, Border Security and Citizenship"
"Senate Judiciary"		"Senate Committee on the Judiciary"	"Intellectual Property"
"Senate Judiciary"	"Terrorism, Technology and Homeland Security"	"Senate Committee on the Judiciary"	"Terrorism, Technology and Homeland Security"
"Senate Rules and Administration"		"Senate Committee on Rules and Administration"	
"Senate Small Business and Entrepreneurship"		"Senate Committee on Small Business and Entrepreneurship"	
"Senate Veterans' Affairs"		"Senate Committee on Veterans&apos; Affairs"	
		"Senate Select Committee on Ethics"	
		"United States Senate Caucus on International Narcotics Control"	
